Total,Taxa,Exporter Country,YEAR,Modeled Data
3182,Corythoichthys intestinalis,Philippines,2004,0
488,Crossosalarias macrospilus,Philippines,2004,0
2742,Cryptocentrus caeruleomaculatus,Philippines,2004,0
3561,Cryptocentrus flavus,Philippines,2004,0
34,Cryptocentrus leucostictus,Philippines,2004,0
10406,Cryptocentrus lutheri,Philippines,2004,0
21,Cryptocentrus shigensis,Philippines,2004,0
44,Ctenochaetus marginatus,Philippines,2004,0
1275,Ctenochaetus striatus,Philippines,2004,0
2502,Ctenochaetus strigosus,Philippines,2004,0
23919,Ctenochaetus tominiensis,Philippines,2004,0
87,Ctenogobiops aurocingulus,Philippines,2004,0
32,Cyclichthys orbicularis,Philippines,2004,0
46,Cymbacephalus beauforti,Philippines,2004,0
4525,Cypho purpurascens,Philippines,2004,0
102,Dactylopterus volitans,Philippines,2004,0
139,Dascyllus flavicaudus,Philippines,2004,0
502,Dascyllus strasburgi,Philippines,2004,0
1713,Diademichthys lineatus,Philippines,2004,0
84,Diancistrus fuscus,Philippines,2004,0
269,Diplogrammus xenicus,Philippines,2004,0
22,Diproctacanthus xanthurus,Philippines,2004,0
155,Dischistodus melanotus,Philippines,2004,0
7026,Dischistodus prosopotaenia,Philippines,2004,0
1215,Discordipinna griessingeri,Philippines,2004,0
100,Doryrhamphus excisus abbreviatus,Philippines,2004,0
1451,Dunckerocampus multiannulatus,Philippines,2004,0
72,Dunckerocampus pessuliferus,Philippines,2004,0
588,Echeneis naucrates,Philippines,2004,0
31,Echeneis neucratoides,Philippines,2004,0
9383,Ecsenius bimaculatus,Philippines,2004,0
75,Ecsenius dentex,Philippines,2004,0
299,Ecsenius lineatus,Philippines,2004,0
2945,Ecsenius lividanalis,Philippines,2004,0
4452,Ecsenius namiyei,Philippines,2004,0
288,Ecsenius schroederi,Philippines,2004,0
7206,Elacatinus atronasus,Philippines,2004,0
15,Elacatinus macrodon,Philippines,2004,0
314,Eocallionymus papilio,Philippines,2004,0
58,Epinephelus analogus,Philippines,2004,0
179,Epinephelus awoara,Philippines,2004,0
143,Epinephelus cyanopodus,Philippines,2004,0
72,Epinephelus fasciatus,Philippines,2004,0
177,Epinephelus flavocaeruleus,Philippines,2004,0
61,Epinephelus maculatus,Philippines,2004,0
203,Epinephelus morio,Philippines,2004,0
13,Epinephelus morrhua,Philippines,2004,0
420,Eurypegasus draconis,Philippines,2004,0
112,Eviota bifasciata,Philippines,2004,0
18335,Eviota pellucida,Philippines,2004,0
2381,Foa brachygramma,Philippines,2004,0
30,Fowleria variegata,Philippines,2004,0
18,Fowlerichthys avalonis,Philippines,2004,0
19,Genicanthus caudovittatus,Philippines,2004,0
116,Genicanthus semicinctus,Philippines,2004,0
1494,Genicanthus semifasciatus,Philippines,2004,0
749,Gobiodon albofasciatus,Philippines,2004,0
210,Gobiodon prolixus,Philippines,2004,0
22360,Gobiodon reticulatus,Philippines,2004,0
22723,Gobiodon rivulatus,Philippines,2004,0
929,Gobius auratus,Philippines,2004,0
65,Gobius niger,Philippines,2004,0
448,Gorgasia maculata,Philippines,2004,0
633,Gorgasia preclara,Philippines,2004,0
279,Gramma loreto,Philippines,2004,0
456,Gunnellichthys curiosus,Philippines,2004,0
14,Gymnothorax kidako,Philippines,2004,0
76,Gymnothorax pictus,Philippines,2004,0
36,Gymnothorax prasinus,Philippines,2004,0
11,Haemulon flaviguttatum,Philippines,2004,0
2524,Halichoeres biocellatus,Philippines,2004,0
162,Halichoeres hartzfeldii,Philippines,2004,0
56,Halichoeres marginatus,Philippines,2004,0
60,Halichoeres melanochir,Philippines,2004,0
12680,Halichoeres melanurus,Philippines,2004,0
1096,Halichoeres nebulosus,Philippines,2004,0
582,Halichoeres ornatissimus,Philippines,2004,0
218,Halichoeres pictus,Philippines,2004,0
1286,Hapalochlaena maculosa,Philippines,2004,0
85,Hemiglyphidodon plagiometopon,Philippines,2004,0
28,Heteroconger cobra,Philippines,2004,0
2669,Heteroconger longissimus,Philippines,2004,0
187,Heterodontus zebra,Philippines,2004,0
94,Holacanthus ciliaris,Philippines,2004,0
79,Holacanthus tricolor,Philippines,2004,0
184,Holocentrus adscensionis,Philippines,2004,0
134,Hologymnosus annulatus,Philippines,2004,0
1370,Hologymnosus doliatus,Philippines,2004,0
286,Hologymnosus rhodonotus,Philippines,2004,0
795,Hoplolatilus cuniculus,Philippines,2004,0
379,Hoplolatilus fourmanoiri,Philippines,2004,0
200,Iniistius pavo,Philippines,2004,0
28,Iniistius pentadactylus,Philippines,2004,0
304,Inimicus filamentosus,Philippines,2004,0
155,Inimicus sinensis,Philippines,2004,0
1176,Istiblennius dussumieri,Philippines,2004,0
59,Istigobius ornatus,Philippines,2004,0
9902,Koumansetta hectori,Philippines,2004,0
29,Labracinus melanotaenia,Philippines,2004,0
396,Labrichthys unilineatus,Philippines,2004,0
251,Labroides bicolor,Philippines,2004,0
53,Labroides phthirophagus,Philippines,2004,0
482,Labropsis alleni,Philippines,2004,0
28,Lachnolaimus maximus,Philippines,2004,0
169,Lactoria fornasini,Philippines,2004,0
12,Larabicus quadrilineatus,Philippines,2004,0
16215,Lepidoblennius marmoratus,Philippines,2004,0
19,Leptoscarus vaigiensis,Philippines,2004,0
32,Lophius piscatorius,Philippines,2004,0
38,Lutjanus argentiventris,Philippines,2004,0
11,Lutjanus biguttatus,Philippines,2004,0
13,Lutjanus campechanus,Philippines,2004,0
122,Lutjanus carponotatus,Philippines,2004,0
14,Lutjanus notatus,Philippines,2004,0
373,Lutjanus rufolineatus,Philippines,2004,0
118,Lutjanus semicinctus,Philippines,2004,0
21,Lutjanus vitta,Philippines,2004,0
44,Lutjanus vivanus,Philippines,2004,0
33,Macropharyngodon bipartitus bipartitus,Philippines,2004,0
35,Macropharyngodon bipartitus marisrubri,Philippines,2004,0
25,Macropharyngodon kuiteri,Philippines,2004,0
515,Manonichthys polynemus,Philippines,2004,0
698,Meiacanthus lineatus,Philippines,2004,0
294,Meiacanthus oualanensis,Philippines,2004,0
1140,Meiacanthus smithi,Philippines,2004,0
574,Melichthys niger,Philippines,2004,0
75,Microgobius thalassinus,Philippines,2004,0
481,Monochirus hispidus,Philippines,2004,0
11,Moringua microchir,Philippines,2004,0
251,Mulloidichthys martinicus,Philippines,2004,0
18,Myctophum affine,Philippines,2004,0
46,Myrichthys ocellatus,Philippines,2004,0
313,Myripristis violacea,Philippines,2004,0
26,Myrophis punctatus,Philippines,2004,0
2268,Naso lopezi,Philippines,2004,0
846,Nemipterus nemurus,Philippines,2004,0
169,Neocirrhites armatus,Philippines,2004,0
1357,Neoglyphidodon crossi,Philippines,2004,0
165,Neoglyphidodon thoracotaeniatus,Philippines,2004,0
365,Neopomacentrus nemurus,Philippines,2004,0
1293,Neopomacentrus violascens,Philippines,2004,0
341,Neopomacentrus xanthurus,Philippines,2004,0
37,Neotrygon kuhlii,Philippines,2004,0
178,Netuma thalassina,Philippines,2004,0
66,Opistognathus aurifrons,Philippines,2004,0
2870,Opistognathus gilberti,Philippines,2004,0
47,Oplegnathus fasciatus,Philippines,2004,0
2332,Ostorhinchus compressus,Philippines,2004,0
19583,Ostorhinchus cyanosoma,Philippines,2004,0
5744,Ostorhinchus fasciatus,Philippines,2004,0
14,Ostorhinchus griffini,Philippines,2004,0
2805,Ostorhinchus margaritophorus,Philippines,2004,0
59,Ostorhinchus novemfasciatus,Philippines,2004,0
56,Ostorhinchus ocellicaudus,Philippines,2004,0
575,Ostorhinchus parvulus,Philippines,2004,0
450,Ostracion solorensis,Philippines,2004,0
150,Oxymetopon compressus,Philippines,2004,0
108,Parachaetodon ocellatus,Philippines,2004,0
2453,Paracheilinus cyaneus,Philippines,2004,0
15666,Paracheilinus filamentosus,Philippines,2004,0
3160,Paracheilinus lineopunctatus,Philippines,2004,0
2728,Paragobiodon echinocephalus,Philippines,2004,0
4893,Paragobiodon lacunicolus,Philippines,2004,0
5362,Paragobiodon xanthosoma,Philippines,2004,0
48,Parapercis cephalopunctata,Philippines,2004,0
462,Parapercis clathrata,Philippines,2004,0
32,Parapercis hexophtalma,Philippines,2004,0
3289,Parapercis schauinslandii,Philippines,2004,0
3903,Parapercis snyderi,Philippines,2004,0
531,Paraplagusia bilineata,Philippines,2004,0
413,Parapterois heterura,Philippines,2004,0
817,Parupeneus barberinus,Philippines,2004,0
283,Parupeneus porphyreus,Philippines,2004,0
762,Pegasus volitans,Philippines,2004,0
125,Pentapodus caninus,Philippines,2004,0
707,Pentapodus emeryii,Philippines,2004,0
70,Pentapodus setosus,Philippines,2004,0
16,Pervagor aspricaudus,Philippines,2004,0
236,Pervagor spilosoma,Philippines,2004,0
20,Pherallodichthys meshimaensis,Philippines,2004,0
416,Photoblepharon palpebratum,Philippines,2004,0
11,Photoblepharon steinitzi,Philippines,2004,0
238,Pictichromis paccagnellae,Philippines,2004,0
39,Pictichromis paccagnellae,Philippines,2004,1
274,Plagiotremus rhinorhynchos,Philippines,2004,0
280,Plectorhinchus diagrammus,Philippines,2004,0
221,Plectorhinchus gaterinoides,Philippines,2004,0
348,Plectorhinchus gaterinus,Philippines,2004,0
2243,Plectorhinchus lineatus,Philippines,2004,0
192,Plectranthias altipinnatus,Philippines,2004,0
1633,Plectranthias inermis,Philippines,2004,0
1864,Plectroglyphidodon dickii,Philippines,2004,0
11730,Plectroglyphidodon lacrymatus,Philippines,2004,0
61,Plectroglyphidodon leucozonus,Philippines,2004,0
41,Plesiops cephalotaenia,Philippines,2004,0
53,Pleurosicya boldinghi,Philippines,2004,0
150,Plotosus canius,Philippines,2004,0
59,Pomacanthus arcuatus,Philippines,2004,0
1329,Pomacanthus chrysurus,Philippines,2004,0
5979,Pomacanthus maculosus,Philippines,2004,0
39,Pomacanthus paru,Philippines,2004,0
61631,Pomacentrus alleni,Philippines,2004,0
15080,Pomacentrus alleni,Philippines,2004,1
634,Pomacentrus auriventris,Philippines,2004,0
102,Pomacentrus azuremaculatus,Philippines,2004,0
108,Pomacentrus grammorhynchus,Philippines,2004,0
11245,Pomacentrus melanochir,Philippines,2004,0
2566,Pomacentrus milleri,Philippines,2004,0
217,Pomacentrus nagasakiensis,Philippines,2004,0
800,Pomacentrus pavo,Philippines,2004,0
15171,Pomacentrus sulfureus,Philippines,2004,0
1563,Pomacentrus tripunctatus,Philippines,2004,0
433,Pomacentrus vaiuli,Philippines,2004,0
16,Pomacentrus xanthosternus,Philippines,2004,0
57,Pomadasys maculatus,Philippines,2004,0
20,Priolepis aureoviridis,Philippines,2004,0
20,Prognathodes aculeatus,Philippines,2004,0
20,Pseudalutarius nasicornis,Philippines,2004,0
1745,Pseudamia gelatinosa,Philippines,2004,0
635,Pseudanthias bicolor,Philippines,2004,0
15009,Pseudanthias dispar,Philippines,2004,0
3547,Pseudanthias engelhardi,Philippines,2004,0
617,Pseudanthias flavoguttatus,Philippines,2004,0
418,Pseudanthias hypselosoma,Philippines,2004,0
39,Pseudanthias ignitus,Philippines,2004,0
40,Pseudanthias leucozonus,Philippines,2004,0
998,Pseudanthias pascalus,Philippines,2004,0
4184,Pseudanthias randalli,Philippines,2004,0
17,Pseudanthias taeniatus,Philippines,2004,0
74,Pseudanthias thompsoni,Philippines,2004,0
193,Pseudanthias ventralis ventralis,Philippines,2004,0
142,Pseudechidna brummeri,Philippines,2004,0
25,Pseudoblennius marmoratus,Philippines,2004,0
400,Pseudochaenichthys georgianus,Philippines,2004,0
68,Pseudocheilinus ocellatus,Philippines,2004,0
1550,Pseudochromis cyanotaenia,Philippines,2004,0
68,Pseudochromis dilectus,Philippines,2004,0
21,Pseudochromis flammicauda,Philippines,2004,0
119,Pseudochromis sankeyi,Philippines,2004,0
769,Pseudochromis tapeinosoma,Philippines,2004,0
93,Pseudochromis wilsoni,Philippines,2004,0
32,Pseudogobius isognathus,Philippines,2004,0
1448,Pseudojuloides cerasinus,Philippines,2004,0
415,Pseudojuloides erythrops,Philippines,2004,0
1335,Pseudojuloides severnsi,Philippines,2004,0
16,Pseudojuloides xanthomos,Philippines,2004,0
21,Pseudoplesiops rosae,Philippines,2004,0
287,Pteragogus flagellifer,Philippines,2004,0
224,Pterapogon kauderni,Philippines,2004,0
140,Pterapogon kauderni,Philippines,2004,1
65,Ptereleotris calliura,Philippines,2004,0
280,Ptereleotris grammica,Philippines,2004,0
2570,Ptereleotris hanae,Philippines,2004,0
30,Ptereleotris monoptera,Philippines,2004,0
737,Ptereleotris uroditaenia,Philippines,2004,0
83,Pterocaesio lativittata,Philippines,2004,0
1040,Pterocaesio pisang,Philippines,2004,0
251,Pterocaesio tile,Philippines,2004,0
656,Pterois sphex,Philippines,2004,0
166,Rabaulichthys stigmaticus,Philippines,2004,0
236,Rhinopias aphanes,Philippines,2004,0
59,Rhinopias argoliba,Philippines,2004,0
279,Rhinopias eschmeyeri,Philippines,2004,0
379,Rhinopias frondosa,Philippines,2004,0
4906,Salarias alboguttatus,Philippines,2004,0
291,Salarias ceramensis,Philippines,2004,0
2178,Salarias guttatus,Philippines,2004,0
37,Salarias luctuosus,Philippines,2004,0
7536,Salarias ramosus,Philippines,2004,0
727,Salarias segmentatus,Philippines,2004,0
469,Sargocentron hastatum,Philippines,2004,0
166,Sargocentron xantherythrum,Philippines,2004,0
198,Scarus coeruleus,Philippines,2004,0
57,Scarus forsteni,Philippines,2004,0
83,Scarus frenatus,Philippines,2004,0
21,Scarus fuscopurpureus,Philippines,2004,0
19,Scarus hoefleri,Philippines,2004,0
345,Scarus schlegeli,Philippines,2004,0
44,Scarus tricolor,Philippines,2004,0
15,Scarus vetula,Philippines,2004,0
83,Scarus xanthopleura,Philippines,2004,0
45,Scolopsis ghanam,Philippines,2004,0
49,Scolopsis lineata,Philippines,2004,0
88,Scolopsis xenochrous,Philippines,2004,0
35,Scorpaena mystes,Philippines,2004,0
30,Scorpaena plumieri,Philippines,2004,0
17,Serranus tabacarius,Philippines,2004,0
2374,Siganus doliatus,Philippines,2004,0
170,Siganus guttatus,Philippines,2004,0
154,Siganus magnificus,Philippines,2004,0
588,Siganus puellus,Philippines,2004,0
980,Siganus stellatus,Philippines,2004,0
20,Siganus vermiculatus,Philippines,2004,0
7000,Siganus virgatus,Philippines,2004,0
16089,Signigobius biocellatus,Philippines,2004,0
79,Solenostomus paradoxus,Philippines,2004,0
52,Sparisoma atomarium,Philippines,2004,0
285,Sphoeroides lobatus,Philippines,2004,0
37,Stegastes adustus,Philippines,2004,0
55,Stegastes albifasciatus,Philippines,2004,0
18390,Stegastes fasciolatus,Philippines,2004,0
8096,Stegastes leucostictus,Philippines,2004,0
156,Stegastes nigricans,Philippines,2004,0
1314,Stegastes planifrons,Philippines,2004,0
45,Stegastes sanctipauli,Philippines,2004,0
157,Stephanolepis hispidus,Philippines,2004,0
105,Stethojulis balteata,Philippines,2004,0
1184,Stethojulis bandanensis,Philippines,2004,0
4641,Stonogobiops nematodes,Philippines,2004,0
326,Sufflamen albicaudatum,Philippines,2004,0
313,Synanceia alula,Philippines,2004,0
571,Synchiropus marmoratus,Philippines,2004,0
214,Synchiropus morrisoni,Philippines,2004,0
1540,Synchiropus sechellensis,Philippines,2004,0
6897,Synchiropus stellatus,Philippines,2004,0
42,Synchirus gilli,Philippines,2004,0
829,Syngnathoides biaculeatus,Philippines,2004,0
11,Thalassoma jansenii,Philippines,2004,0
502,Thalassoma lucasanum,Philippines,2004,0
42,Thalassoma purpureum,Philippines,2004,0
631,Thalassoma trilobatum,Philippines,2004,0
229,Trimma macrophthalmum,Philippines,2004,0
1155,Trimma rubromaculatum,Philippines,2004,0
48,Trimma striatum,Philippines,2004,0
1941,Valenciennea helsdingenii,Philippines,2004,0
12,Valenciennea randalli,Philippines,2004,0
10153,Valenciennea sexguttata,Philippines,2004,0
450,Variola albimarginata,Philippines,2004,0
1154,Wetmorella albofasciata,Philippines,2004,0
17,Xiphister mucosus,Philippines,2004,0
777,Yongeichthys criniger,Philippines,2004,0
880,Zebrasoma desjardinii,Philippines,2004,0
180,Abudefduf concolor,Philippines,2005,0
89,Abudefduf natalensis,Philippines,2005,0
34,Acanthurus nigricauda,Philippines,2005,0
708,Amblyeleotris diagonalis,Philippines,2005,0
52,Amblyeleotris gymnocephala,Philippines,2005,0
103,Amblyeleotris periophthalma,Philippines,2005,0
2195,Amblygobius semicinctus,Philippines,2005,0
29,Anampses femininus,Philippines,2005,0
14,Anampses geographicus,Philippines,2005,0
67,Antennarius multiocellatus,Philippines,2005,0
15,Apistus carinatus,Philippines,2005,0
50,Ariopsis felis,Philippines,2005,0
1251,Arothron stellatus,Philippines,2005,0
239,Atrosalarias holomelas,Philippines,2005,0
26,Bodianus frenchii,Philippines,2005,0
14,Bodianus opercularis,Philippines,2005,0
226,Cantherhines verecundus,Philippines,2005,0
105,Cephalopholis polleni,Philippines,2005,0
359,Chromis atrilobata,Philippines,2005,0
243,Chromis limbaughi,Philippines,2005,0
120,Chromis nigroanalis,Philippines,2005,0
55,Chromis ternatensis,Philippines,2005,0
34,Chrysiptera annulata,Philippines,2005,0
67,Cirrhilabrus filamentosus,Philippines,2005,0
56,Cirrhilabrus johnsoni,Philippines,2005,0
12,Cirrhilabrus luteovittatus,Philippines,2005,0
55,Cirripectes stigmaticus,Philippines,2005,0
105,Coris dorsomacula,Philippines,2005,0
73,Coris julis,Philippines,2005,0
959,Corythoichthys paxtoni,Philippines,2005,0
27,Cryptocentrus octofasciatus,Philippines,2005,0
522,Cryptocentrus singapurensis,Philippines,2005,0
11,Ctenogobiops pomastictus,Philippines,2005,0
114,Ctenogobius saepepallens,Philippines,2005,0
77,Ctenogobius smaragdus,Philippines,2005,0
36,Dinematichthys iluocoeteoides,Philippines,2005,0
347,Diodon liturosus,Philippines,2005,0
52,Doryrhamphus janssi,Philippines,2005,0
197,Ecsenius nalolo,Philippines,2005,0
731,Ecsenius pulcher,Philippines,2005,0
16673,Ecsenius stigmatura,Philippines,2005,0
11,Elacatinus figaro,Philippines,2005,0
56,Elacatinus puncticulatus,Philippines,2005,0
41,Elacatinus tenox,Philippines,2005,0
210,Elagatis bipinnulata,Philippines,2005,0
15,Elops machnata,Philippines,2005,0
15,Entomacrodus chiostictus,Philippines,2005,0
15,Entomacrodus textilis,Philippines,2005,0
34,Epinephelus corallicola,Philippines,2005,0
15,Epinephelus drummondhayi,Philippines,2005,0
833,Eviota nigriventris,Philippines,2005,0
140,Foa albimaculosa,Philippines,2005,0
72,Fusigobius duospilus,Philippines,2005,0
39,Fusigobius signipinnis,Philippines,2005,0
17,Glaucostegus typus,Philippines,2005,0
636,Gobiodon oculolineatus,Philippines,2005,0
120,Gobius paganellus,Philippines,2005,0
11,Gobius senegambiensis,Philippines,2005,0
15,Halichoeres caudalis,Philippines,2005,0
19,Halichoeres dispilus,Philippines,2005,0
73,Halichoeres iridis,Philippines,2005,0
18,Halieutichthys aculeatus,Philippines,2005,0
22,Hapalochlaena fasciata,Philippines,2005,0
35,Histiophryne bougainvilli,Philippines,2005,0
15,Kathetostoma averruncus,Philippines,2005,0
1323,Koumansetta rainfordi,Philippines,2005,0
82,Lactophrys bicaudalis,Philippines,2005,0
1412,Lepidozygus tapeinosoma,Philippines,2005,0
15,Lethrinus xanthochilus,Philippines,2005,0
13,Liopropoma carmabi,Philippines,2005,0
32,Lipogramma flavescens,Philippines,2005,0
11,Lutjanus coeruleolineatus,Philippines,2005,0
16,Lutjanus cyanopterus,Philippines,2005,0
292,Lutjanus viridis,Philippines,2005,0
622,Macropharyngodon negrosensis,Philippines,2005,0
16,Meiacanthus anema,Philippines,2005,0
11,Minysynchiropus kiyoae,Philippines,2005,0
224,Muraena helena,Philippines,2005,0
85,Myripristis berndti,Philippines,2005,0
23,Myripristis randalli,Philippines,2005,0
175,Nemanthias carberryi,Philippines,2005,0
12,Nematalosa arabica,Philippines,2005,0
20,Nematalosa nasus,Philippines,2005,0
12,Nemipterus furcosus,Philippines,2005,0
920,Neoglyphidodon polyacanthus,Philippines,2005,0
4075,Neopomacentrus cyanomos,Philippines,2005,0
18,Odontanthias fuscipinnis,Philippines,2005,0
40,Omobranchus elegans,Philippines,2005,0
989,Omobranchus elongatus,Philippines,2005,0
242,Oplopomus oplopomus,Philippines,2005,0
220,Ostorhinchus dispar,Philippines,2005,0
40,Ostorhinchus maculiferus,Philippines,2005,0
137,Oxycercichthys veliferus,Philippines,2005,0
18,Oxycheilinus orientalis,Philippines,2005,0
44,Paracheilinus mccoskeri,Philippines,2005,0
50,Paragobiodon melanosomus,Philippines,2005,0
1312,Parma microlepis,Philippines,2005,0
37,Pentapodus aureofasciatus,Philippines,2005,0
12,Pentapodus bifasciatus,Philippines,2005,0
25,Pentapodus nagasakiensis,Philippines,2005,0
27,Pentapodus paradiseus,Philippines,2005,0
75,Pomacentrus arabicus,Philippines,2005,0
105,Pomacentrus reidi,Philippines,2005,0
76,Pomacentrus trichrourus,Philippines,2005,0
160,Pomatomus saltatrix,Philippines,2005,0
585,Priolepis cincta,Philippines,2005,0
13,Priolepis robinsi,Philippines,2005,0
38,Pristipomoides filamentosus,Philippines,2005,0
66,Pseudanthias bartlettorum,Philippines,2005,0
42,Pseudanthias cichlops,Philippines,2005,0
22,Pseudochromis caudalis,Philippines,2005,0
107,Pseudochromis perspicillatus,Philippines,2005,0
60,Pteragogus cryptus,Philippines,2005,0
228,Sargocentron rubrum,Philippines,2005,0
414,Scorpaenopsis diabolus,Philippines,2005,0
44,Scorpaenopsis oxycephala,Philippines,2005,0
184,Sebastapistes cyanostigma,Philippines,2005,0
14,Serranus tortugarum,Philippines,2005,0
102,Siganus lineatus,Philippines,2005,0
100,Solenostomus cyanopterus,Philippines,2005,0
57,Sparisoma viride,Philippines,2005,0
50,Stegastes beebei,Philippines,2005,0
12,Stegastes diencaeus,Philippines,2005,0
204,Stegastes fuscus,Philippines,2005,0
36,Synchiropus ijimae,Philippines,2005,0
160,Triakis semifasciata,Philippines,2005,0
126,Trimma benjamini,Philippines,2005,0
1020,Trimma cana,Philippines,2005,0
1070,Tryssogobius colini,Philippines,2005,0
1170,Valenciennea muralis,Philippines,2005,0
107,Vanderhorstia ornatissima,Philippines,2005,0
232,Abudefduf abdominalis,Philippines,2008,0
1011,Abudefduf hoefleri,Philippines,2008,0
76,Abudefduf notatus,Philippines,2008,0
615,Acanthocepola indica,Philippines,2008,0
88,Acanthogobius flavimanus,Philippines,2008,0
233,Acanthurus bariene,Philippines,2008,0
411,Acanthurus chronixis,Philippines,2008,0
43,Acanthurus dussumieri,Philippines,2008,0
53,Acanthurus fowleri,Philippines,2008,0
154,Acanthurus nigroris,Philippines,2008,0
582,Acanthurus thompsoni,Philippines,2008,0
316,Acanthurus tristis,Philippines,2008,0
19,Actinia tenebrosa,Philippines,2008,0
239,Actinodendron glomeratum,Philippines,2008,0
135,Actinostephanus haeckeli,Philippines,2008,0
319,Allogalathea elegans,Philippines,2008,0
73,Alpheus armatus,Philippines,2008,0
14091,Alpheus bellulus,Philippines,2008,0
2619,Alpheus glaber,Philippines,2008,0
12,Alpheus heterochaelis,Philippines,2008,0
24063,Alpheus randalli,Philippines,2008,0
48,Aluterus scriptus,Philippines,2008,0
259,Amblyeleotris callopareia,Philippines,2008,0
36,Amblyeleotris latifasciata,Philippines,2008,0
43,Amblyeleotris yanoi,Philippines,2008,0
31,Amphioctopus fangsiao,Philippines,2008,0
412,Amphiprion chrysopterus,Philippines,2008,0
59,Ancylomenes magnificus,Philippines,2008,0
312,Ancylomenes pedersoni,Philippines,2008,0
93,Ancylomenes venustus,Philippines,2008,0
311,Angaria delphinus,Philippines,2008,0
64,Aplysia dactylomela,Philippines,2008,0
11745,Aplysia punctata,Philippines,2008,0
2200,Aplysia sydneyensis,Philippines,2008,0
231,Apogonichthyoides taeniatus,Philippines,2008,0
135,Apogonichthyoides timorensis,Philippines,2008,0
3173,Archaster angulatus,Philippines,2008,0
558,Archaster lorioli,Philippines,2008,0
71370,Archaster typicus,Philippines,2008,0
1242,Asterias amurensis,Philippines,2008,0
6138,Asterina pectinifera,Philippines,2008,0
2635,Asteropsis carinifera,Philippines,2008,0
104,Asterropteryx semipunctata,Philippines,2008,0
3669,Astropecten polyacanthus,Philippines,2008,0
515,Astrophyton muricatum,Philippines,2008,0
162,Astropyga radiata,Philippines,2008,0
755,Atergatis floridus,Philippines,2008,0
290,Aurelia aurita,Philippines,2008,0
19,Balistes capriscus,Philippines,2008,0
23,Belonoperca chabanaudi,Philippines,2008,0
60,Birgus latro,Philippines,2008,0
21,Bispira crassicornis,Philippines,2008,0
72,Bodianus loxozonus,Philippines,2008,0
29,Brissus latecarinatus,Philippines,2008,0
113,Bulla vernicosa,Philippines,2008,0
370,Bursatella leachii,Philippines,2008,0
109,Calappa hepatica,Philippines,2008,0
26,Calappa lophos,Philippines,2008,0
2974,Calcinus elegans,Philippines,2008,0
1173,Calcinus talismani,Philippines,2008,0
192,Calliactis polypus,Philippines,2008,0
670,Callionymus richardsonii,Philippines,2008,0
41,Canthigaster compressa,Philippines,2008,0
510,Cavernularia obesa,Philippines,2008,0
2054,Centrostephanus coronatus,Philippines,2008,0
69,Cephalopholis sonnerati,Philippines,2008,0
188,Cephalopholis taeniops,Philippines,2008,0
4128,Cerianthus filiformis,Philippines,2008,0
5394,Cerianthus membranaceus,Philippines,2008,0
30,Cerianthus orientalis,Philippines,2008,0
1060,Cerithium echinatum,Philippines,2008,0
12,Chaetodon trichrous,Philippines,2008,0
20,Chaetodon wiebeli,Philippines,2008,0
64,Chasmodes bosquianus,Philippines,2008,0
12,Cheilinus chlorourus,Philippines,2008,0
13,Cheilinus trilobatus,Philippines,2008,0
31,Cheilodipterus quinquelineatus,Philippines,2008,0
18,Cheilopogon atrisignis,Philippines,2008,0
15738,Chelidonura varians,Philippines,2008,0
18,Chlopsis bicolor,Philippines,2008,0
282,Chlorurus sordidus,Philippines,2008,0
1245,Choeroichthys sculptus,Philippines,2008,0
146,Chromis axillaris,Philippines,2008,0
206,Chromis leucura,Philippines,2008,0
119,Chromis lineata,Philippines,2008,0
1874,Chromis ovalis,Philippines,2008,0
801,Chromodoris annae,Philippines,2008,0
30,Chromodoris lineolata,Philippines,2008,0
88,Chromodoris lochi,Philippines,2008,0
768,Chromodoris magnifica,Philippines,2008,0
2689,Chromodoris quadricolor,Philippines,2008,0
123,Chromodoris willani,Philippines,2008,0
1776,Chrysiptera arnazae,Philippines,2008,0
8036,Ciliopagurus strigatus,Philippines,2008,0
152,Cirrhilabrus adornatus,Philippines,2008,0
521,Cirrhilabrus lanceolatus,Philippines,2008,0
1695,Colochirus robustus,Philippines,2008,0
19,Condylactis gigantea,Philippines,2008,0
210,Conomurex luhuanus,Philippines,2008,0
2759,Cryptocentrus pavoninoides,Philippines,2008,0
44,Cryptocentrus strigilliceps,Philippines,2008,0
146,Ctenochaetus binotatus,Philippines,2008,0
371,Ctenoides lischkei,Philippines,2008,0
4793,Ctenoides scaber,Philippines,2008,0
176,Cuapetes kororensis,Philippines,2008,0
1924,Cucumaria miniata,Philippines,2008,0
491,Culcita schmideliana,Philippines,2008,0
1056,Cymbiola vespertilio,Philippines,2008,0
291,Dactylopus kuiteri,Philippines,2008,0
150,Dardanus calidus,Philippines,2008,0
3482,Dardanus deformis,Philippines,2008,0
3881,Dardanus pedunculatus,Philippines,2008,0
229,Diadema antillarum,Philippines,2008,0
7501,Diadema savignyi,Philippines,2008,0
38,Diodon nicthemerus,Philippines,2008,0
155,Dischistodus chrysopoecilus,Philippines,2008,0
12649,Dolabella auricularia,Philippines,2008,0
318,Dolabrifera dolabrifera,Philippines,2008,0
75,Doriprismatica atromarginata,Philippines,2008,0
527,Dotilla myctiroides,Philippines,2008,0
430,Echinometra mathaei,Philippines,2008,0
75,Echinothrix calamaris,Philippines,2008,0
